,Hour,Strain,Sample,OD600,Intracellular volume / sample,glc__D_e,pyr_e,succ_e,lac__D_e,for_e,ac_e,ipoh_e,bis_e,lim_c,aacoa_c,hmgcoa_c,mev_R_c,5pmev_c,ipdp_c,ip_c,grdp_c,frdp_c,amp_c,adp_c,atp_c,nad_c,nadp_c,accoa_c,fdp_c,3pg_c,pep_c,pyr_c,lac__D_c,fum_c,succ_c,oxalcoa_c,mal__L_c,akg_c,acon__C_c,cit_c,icit_c,glx_c,glyclt_c,dxyl5p_c,2me4p,h2mb4p_c,2mecdp_c,4c2me_c,gly_c,ala__L_c,ser__L_c,pro__L_c,val__L_c,thr__L_c,cys__L_c,leu__L_c,ile__L_c,asn__L_c,asp__L_c,gln__L_c,lys__L_c,glu__L_c,met__L_c,his__L_c,phe__L_c,arg__L_c,tyr__L_c,trp__L_c,Cystine,ex_con.id,ip_e,2mecdp_e,mev_R_e,dxyl5p_e,5pmev_e,h2mb4p_e,grdp_e,frdp_e,ggdp_e,4c2me_e,coa_e,accoa_e,aacoa_e,hmgcoa_e,amp_e,adp_e,atp_e,nad_e,nadh_e,nadp_e,nadph_e,fold_production
0,0,I1,1,1.659609467,8.29805e-07,58.764431616341035,0.5596612764024529,0.09653653992717419,0.5817051509769094,1.4056050401911795,7.69691923397169,0.0,0.0,0.0,0.0,0.0,3.48469e-06,1.6535125000000002e-05,0.00264120095,0.0,0.0,0.0,0.00017137857399999998,7.166790400000001e-05,0.000221377572,0.00047932867200000003,6.0779233e-05,0.000196875955,0.004754963843000001,0.001310192903,2.3828917999999997e-05,0.00256385538,0.013658153699999998,0.000448114744,0.0028442137960000007,0.0,0.000337390895,3.8978554e-05,1.7133525e-05,5.1544614000000006e-05,1.096091e-06,0.000270253652,3.6873197e-05,5.7148245e-05,0.0,0.0,0.000392489421,2.9267992000000003e-05,0.002905934844,0.0012112212170000002,0.01364821858,0.00199055037,0.000909669491,0.0009988753900000002,0.0,0.0014984609110000001,0.001100519257,0.0050628515939999995,0.0,0.000775507359,0.0006917126140000001,0.01174146711,0.000288173938,0.0006442476570000001,0.00326925424,0.0034231223739999996,0.0015168111,0.000373428429,0.0,9.639118500000001e-05,0.00092632491,0.0,0.0,0.0,0.0,0.033565916200000004,0.0,0.0,0.0,0.0,0.000208524057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,I1,10,0.0,0.0,52.73717806394317,0.058094503747444924,1.98747565416208,4.418072824156306,5.487203997393005,15.660649458784345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,I1,19,2.24,5.6e-07,48.13932060390764,0.04463532818532819,1.9056736387501056,6.74896758436945,2.0599456875950466,18.430141548709408,0.6918661674213399,0.0,0.0,0.0,6.892342699999999e-05,0.000275342622,0.0009386684940000001,0.01824779706,0.003969097105,0.0,0.0,0.000315314421,0.00018908852100000002,0.0003790671,0.001829253002,0.000221245876,0.000492312608,0.005343038593,0.002266683349,5.0405637999999995e-05,0.000167115124,0.12405502050000002,0.000564920305,0.005858814148,0.0,0.000457898469,2.8129708e-05,6.2197244e-05,7.632793100000001e-05,4.6714770000000005e-06,0.00042322910000000004,0.00010113981,0.000159000348,0.0,0.0,0.000914614592,1.9000297e-05,0.00354359873,0.00173283121,0.000195788362,0.007942271347,0.000831373357,8.1861014e-05,0.0,0.001718562832,0.000648768578,0.000495535818,0.0,0.00039018352700000006,0.000871567186,0.009917211717999998,0.000121075451,0.000941739329,0.0036528731350000004,0.005621906554,0.0014257215859999998,0.00037109761399999996,0.0,0.004778799091000001,0.03390543547,0.00023980765899999997,0.007932096079,0.0,0.0,0.0,0.0,0.0,0.001250337794,0.000936126948,0.0,0.00021357892300000002,0.0,0.001687138119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,6,I1,28,0.0,0.0,44.76099023090587,0.11082464228934817,1.9356761791853672,9.657349023090587,2.7746035194438416,20.055953372189844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004649762301,0.04858996276,0.000609891808,0.01193662897,0.0,0.0,0.0,0.000915068907,0.0,0.010081218650000001,0.001396056652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,8,I1,37,2.69,6.725e-07,40.25360790408526,0.7193442766295709,1.994343297484969,13.328041740674957,2.924549207038888,21.697418817651954,1.2754046093115061,0.0,0.0,0.0,0.0,0.0005951432129999999,0.001215890787,0.01716390824,0.003297912728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003918496155,0.001784572646,4.3842702000000005e-05,0.0019456730550000002,0.2125722441,0.0005233493260000001,0.005969067096,0.0,0.00042272653200000005,1.5192655e-05,8.626339199999999e-05,7.523677e-05,3.5180529999999996e-06,0.000331247595,9.503024800000002e-05,0.000141109185,0.0,0.0,0.000788923994,2.557684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044132924290000005,0.02682112831,0.0,0.021641651020000003,0.0,0.000395195205,0.0,0.002254891448,0.0,0.004893479186,0.0026271092869999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,10,I1,46,0.0,0.0,37.70331927175844,0.8736487622075857,1.987213142518418,14.22635435168739,3.5338909406908536,23.41398834304746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008865881361,0.03182724058,0.003892941783,0.027004182190000003,0.0,0.000772059485,0.0,0.003241291297,0.0,0.0070186018099999995,0.001925626295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,12,I1,55,2.8160000000000003,7.040000000000001e-07,37.54679174067496,0.8706378151260505,1.9326784655771023,14.141651865008882,3.3000868998479254,25.5488759367194,1.333187135725067,0.0,0.0,0.0,5.3513555e-05,0.000523027072,0.002646921943,0.03272875677,0.004269097571,4.491421e-06,0.0,0.000230250151,8.6219589e-05,0.000157173889,0.0019310338630000002,0.000264771718,0.00044910539100000005,0.0015011350180000002,0.0,2.4915389999999998e-05,0.000341091637,0.14943630759999998,0.0005167761520000001,0.0020190698569999997,0.0,0.000470552664,0.0,5.9029593e-05,4.7335613e-05,3.3579670000000004e-06,0.000289003179,0.00013401190800000002,2.3506931e-05,0.0,0.0,0.000268596919,1.6179595000000003e-05,0.001471625762,0.001696280569,6.679966400000001e-05,0.001690496851,0.0004910094039999999,9.557168900000001e-05,0.0,0.0010176630070000002,0.000265128952,0.00020439541300000001,0.0,0.0,0.0010720663670000003,0.0,0.0,0.00035588905399999997,0.0026549324950000002,0.0038007217810000003,0.00082894757,0.00029165234000000004,0.0,0.01831876303,0.07934231048,0.0023356002060000002,0.03146241795,0.0,0.000842228005,0.0,0.0034176930339999997,0.0,0.01175501138,0.002821171853,0.0,0.000259025704,0.0,0.001654095272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,16,I1,64,0.0,0.0,34.69771314387212,0.8346351578469227,1.84594800575832,13.614453818827709,3.442819900065175,26.764862614487924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020615453970000003,0.071709515,0.001063506783,0.03465912322,0.0,0.000893019587,0.0,0.003665969417,0.0,0.002859607233,0.003105646083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,18,I1,73,2.865,7.1625e-07,34.52359014209591,0.7727435157846924,1.9154966550935728,13.782415630550625,3.1661090593091457,29.093255620316402,1.4339596075699526,0.0,0.0,0.0,9.140322699999999e-05,0.0006733195809999999,0.001759245831,0.024578097889999997,0.002492888949,4.081293e-06,0.0,0.000150101652,6.6753284e-05,9.6902411e-05,0.001697476454,0.00018235572,0.00034337364600000003,0.0,0.0,2.3912213e-05,0.000501643695,0.16060296719999997,0.000624612627,0.000908418416,0.0,0.00063856131,0.0,6.890240100000001e-05,5.0817641e-05,2.8410470000000002e-06,0.00030712831699999997,0.00012773632500000001,1.2660828e-05,0.0,0.0,0.000274434983,0.0,0.001508036956,0.0017743431890000002,0.0,0.001200216788,0.000496809386,0.000100491475,0.0,0.001108588624,0.00028382145900000003,0.0,0.0,0.0,0.001000254971,0.0,0.0,0.000221717307,0.002701504777,0.004251645483,0.0006643023099999999,0.00030473372999999997,0.0,0.016167841500000002,0.06951019882000001,0.0009670959990000001,0.03379473487,0.0,0.0013170829990000001,0.0,0.0029615858030000003,0.0,0.0036251874060000003,0.003080512296,0.0,0.000335360174,0.0,0.001161651848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,20,I1,82,0.0,0.0,33.21791740674956,0.6426810015898252,1.8813616733000251,13.338476909413856,3.121485987399522,30.25878434637802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01319518278,0.1011591063,0.005215455951,0.03521734745,0.0,0.001732495381,0.0,0.004876511233,0.0,0.004183834009,0.0023080774680000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,24,I1,91,2.763,6.9075e-07,33.67412300177621,0.5826731319554849,1.9182741976458633,13.556949378330376,2.7833369541603306,32.77885095753539,1.5658854290026707,0.0,0.0,0.0,0.00010269540300000001,0.000707040536,0.001240129513,0.02101883882,0.002271958927,2.95011e-06,0.0,0.000144475829,5.8648772000000003e-05,6.978953899999999e-05,0.0015268132140000001,0.000160628844,0.00027480802500000004,0.0,0.0,2.6303507000000002e-05,0.000362891183,0.1653297728,0.000567139567,0.0005659982420000001,0.0,0.000596158223,0.0,6.968254e-05,4.9991694e-05,1.7731670000000002e-06,0.00031244454799999997,0.00018949602500000003,0.0,0.0,0.0,0.00020832674100000002,0.0,0.001397205047,0.0017077485690000001,7.238644199999999e-05,0.0009221090690000001,0.000490661904,7.757628400000001e-05,0.0,0.001099980186,0.000304123596,0.0,0.0,0.0,0.000509390172,0.0,0.0,0.00017239728600000002,0.002736520964,0.004143844136,0.0007152634490000001,0.000307275155,0.0,0.01013442308,0.1182562703,0.0034142881680000003,0.03560255351,0.0,0.002180754243,0.0,0.006001842552000001,0.0,0.009725507617,0.002244231747,0.0,0.000447950044,0.0,0.0017425072130000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,36,I1,100,3.0,7.5e-07,32.484846802841915,0.4611236089030207,2.069861969684139,13.830039964476024,3.6376928090375844,37.52289758534555,1.635776907001045,0.0,0.0,0.0,0.0,0.00063578018,0.0007222717440000001,0.01770245353,0.001374288137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013673949499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006433315379,0.12015929369999999,0.004894143912,0.03731421481,0.0,0.0027070352860000006,0.0,0.005674049462,0.0,0.0129216873,0.002546547794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,48,I1,109,3.0,7.5e-07,29.61345470692718,0.4412822507381331,2.0074604115505124,13.355905861456485,3.099348251140561,39.29192339716902,1.7866293277603627,0.0,0.0,0.0,0.000130981353,0.000645384424,0.0007430925490000001,0.01579063301,0.0011659145690000002,0.0,0.0,0.00011923082199999999,4.1727299e-05,3.7026322e-05,0.0010796933640000001,9.528082100000001e-05,0.000126217537,0.0,0.0,1.723117e-05,0.000288332978,0.14059191480000002,0.00039574259700000003,0.00021958291300000002,0.0,0.00045303877600000005,0.0,5.5088245e-05,3.7399636e-05,0.0,0.00025296698,0.000210082592,0.0,0.0,0.0,0.00016574579400000002,0.0,0.000984697073,0.001330570403,0.0,0.000554639265,0.000494549984,0.0,0.0,0.001037885924,0.00029410235200000003,0.0,0.0,0.0,0.0,0.0,0.0,7.1393631e-05,0.0024430548130000003,0.00400439074,0.000603537288,0.000254416168,0.0,0.005179808435,0.111973373,0.004395466255,0.037239522510000005,0.0,0.002803551295,0.0,0.004770685294,0.0,0.0110133822,0.002523239733,0.0,0.0005823204820000001,0.0,0.001772988675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
