,Hour,Strain,Sample,OD600,Intracellular volume / sample,glc__D_e,pyr_e,succ_e,lac__D_e,for_e,ac_e,ipoh_e,bis_e,lim_c,aacoa_c,hmgcoa_c,mev_R_c,5pmev_c,ipdp_c,ip_c,grdp_c,frdp_c,amp_c,adp_c,atp_c,nad_c,nadp_c,accoa_c,fdp_c,3pg_c,pep_c,pyr_c,lac__D_c,fum_c,succ_c,oxalcoa_c,mal__L_c,akg_c,acon__C_c,cit_c,icit_c,glx_c,glyclt_c,dxyl5p_c,2me4p,h2mb4p_c,2mecdp_c,4c2me_c,gly_c,ala__L_c,ser__L_c,pro__L_c,val__L_c,thr__L_c,cys__L_c,leu__L_c,ile__L_c,asn__L_c,asp__L_c,gln__L_c,lys__L_c,glu__L_c,met__L_c,his__L_c,phe__L_c,arg__L_c,tyr__L_c,trp__L_c,Cystine,ex_con.id,ip_e,2mecdp_e,mev_R_e,dxyl5p_e,5pmev_e,h2mb4p_e,grdp_e,frdp_e,ggdp_e,4c2me_e,coa_e,accoa_e,aacoa_e,hmgcoa_e,amp_e,adp_e,atp_e,nad_e,nadh_e,nadp_e,nadph_e,fold_production
112,0,DH1,9,2.34194489,1.1709700000000001e-06,59.65852575488455,1.467113683851919,0.08806080108391903,0.6912977353463589,2.5712796002606995,9.320116569525394,0.0,0.0,0.0,0.0,0.0,3.1358360000000005e-05,0.0,1.1646765000000001e-05,0.0,8.903267e-06,8.903267e-06,0.000183305497,0.000114586522,0.00035244874600000005,0.000721617837,5.3784772000000004e-05,0.00024263625800000004,0.005090272552,0.00130953584,1.4022425e-05,0.0014250859630000003,0.01092394091,0.00013477879000000002,0.002300213863,0.0,0.000124066512,4.941261900000001e-05,1.6841917e-05,8.7759108e-05,4.49589e-07,0.00017429389300000002,0.000170818697,5.7578533e-05,0.0,0.0,4.6218714000000004e-05,3.5045764000000004e-05,0.0021968891580000003,0.000665692229,0.00019433677899999998,0.0009646273390000001,0.000500970025,0.0008088884170000001,0.0,0.0010691683329999999,0.00046747922299999995,0.004161783736,0.000315284756,0.000163203776,0.000413146533,0.004661601876,0.000179722985,9.35173e-05,0.0009690338070000001,0.001781239587,0.000356089695,3.7752177000000005e-05,0.0,0.0,0.0,0.0,0.0,0.000472731676,0.0,0.0,0.0,0.0,0.0,0.008333647991,0.000491940024,0.00025073080600000004,0.0,0.0016911028680000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
113,2,DH1,18,0.0,0.0,50.502053730017764,2.8757468430615494,2.0572021339656192,1.326654085257549,3.349641538127308,20.21948376353039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
114,4,DH1,27,3.4730000000000003,8.6825e-07,43.90386323268206,5.020362968430615,2.1283089169277667,1.807193605683837,2.289810992830762,25.35270607826811,0.0,0.0,0.0,0.0,0.0,2.477735e-05,0.0,0.0,0.0,0.0,0.0,0.000504578303,0.000224526556,0.000709623573,0.0028789862680000003,0.00018134403100000002,0.0006866671759999999,0.00256803034,0.001604980482,4.9224208e-05,0.0005054997729999999,0.1142314122,0.000263790109,0.008846784404999999,0.0,0.000223634323,3.1364589e-05,0.00014839799400000002,0.000134912715,1.2145467e-05,0.000243155144,0.00022442678,4.5047498e-05,0.0,0.0,6.481523e-05,1.4385461000000001e-05,0.00046956147399999996,0.000931807112,0.0,7.2429047e-05,0.00022521006,0.000108959658,0.0,0.0007512827829999999,2.0015722e-05,0.0,0.0,0.0,0.000761584016,0.001633669705,0.0,5.4452504000000005e-05,0.000903764311,0.002592948626,3.3041178e-05,2.3940607e-05,0.0,0.0,0.0,0.0,0.0,0.000440385183,0.0,0.0,0.0,0.0,0.0,0.008016991504,0.0008169081840000001,0.000483845721,0.0,0.001598196235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
115,6,DH1,36,0.0,0.0,41.37322380106573,3.6762978423801953,2.360377678042171,3.1757104795737123,3.026135129263524,29.06211490424646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000512247794,0.0,0.0,0.0,0.0,0.0,0.0055963869920000004,0.0010923959090000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
116,8,DH1,45,3.304,8.259999999999999e-07,38.20576154529307,1.4852822848058145,2.263375391650436,2.2159524866785083,2.816228546600043,33.51007493755204,0.0,0.0,0.0,0.0,0.0,4.0547198e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014143567800000002,0.001249306074,3.7770054e-05,0.00043911777799999997,0.0732903759,0.000408766831,0.006324807783,0.0,0.00025790108600000003,3.730852100000001e-05,0.000283552053,0.00018619325300000002,1.7698471e-05,0.000196522162,0.000263043195,2.3235522999999998e-05,0.0,0.0,8.940961300000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000592646545,0.0,0.0,0.0,0.0,0.0,0.007103892497999999,0.001609797694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
117,10,DH1,54,0.0,0.0,36.118672291296626,0.30183948444242564,2.2170039800152423,1.6104018650088812,2.664501412122529,37.76003330557868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005947636910000001,0.0,0.0,0.0,0.0,0.0,0.005874914395000001,0.0017466068299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118,12,DH1,63,3.22,8.05e-07,35.2396758436945,0.05685409947762889,2.1432297400287914,0.7507504440497338,2.532370193352162,40.84129891756869,0.0,0.0,0.0,0.0,0.0,1.9133079e-05,0.0,0.0,0.0,7.323002e-06,7.323002e-06,0.000280707103,0.00011055711,0.00015501220300000003,0.001325015458,0.00012939600000000002,0.00016408952,0.0,0.00073938097,2.5055004e-05,0.000282764315,0.022985124790000002,0.000302034279,0.002657315736,0.0,0.00020909893100000003,4.0139066000000004e-05,0.000304276175,0.000175174349,8.901091e-06,0.000162769445,0.00047923534899999996,0.0,0.0,0.0,8.204225e-05,0.0,0.00013170080400000002,0.000639109026,0.0,3.5901318000000004e-05,0.000141353494,0.000642029548,0.0,0.0004962286410000001,3.6190659999999997e-06,0.0,0.0,0.0,0.000283233046,9.056257400000002e-05,0.0,3.9424873e-05,0.000680051563,0.0018537344250000001,3.9329425000000005e-05,1.4237468e-05,0.0,0.0,0.0,0.0,0.0,0.000631823459,0.0,0.0,0.0,0.0,0.0,0.004599737168,0.0021280194159999997,0.0012705514629999999,0.0,0.0012995348290000001,0.000329060959,0.0,0.0,0.0,0.0,0.0,0.0,0
119,16,DH1,72,0.0,0.0,33.75943605683837,0.02281241199182376,2.0018629858582435,0.08225177619893428,2.47030197697154,45.38834304746045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064712606,0.0,0.0,0.0,0.0,0.0,0.0046708127419999995,0.0020503331680000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120,18,DH1,81,3.0269999999999997,7.5675e-07,31.3334258436945,0.010176731773790599,1.8587772038275894,0.028079151865008884,2.3972843797523353,46.21981681931724,0.0,0.0,0.0,0.0,0.0,7.1550932e-05,0.0,0.0,0.0,3.881066e-06,3.881066e-06,0.00034565216200000006,0.00013212107400000002,0.000210331181,0.001512139981,0.000125605832,0.000170302984,0.0,0.0008536871029999999,3.3738755e-05,6.6149967e-05,0.015163908149999999,0.00030991248600000003,0.0007718055670000001,0.0,0.00025551431000000004,0.0,0.00044855477899999997,0.000238329782,1.5090647e-05,0.00011845562400000002,0.000637685503,0.0,0.0,0.0,0.000112165164,0.0,0.000163461684,0.000796369515,0.0,5.6304978e-05,0.000166103025,0.0007105007520000001,0.0,0.0006090342360000001,7.217210999999999e-06,0.0,0.0,0.0,0.000206514607,0.0,0.0,5.4791871e-05,0.0008402424600000001,0.0018226196680000003,8.0936755e-05,1.8012208999999998e-05,0.0,0.0,0.0,0.0,0.0,0.0006656518110000001,0.0,0.0,0.0,0.0,0.0,0.002881855369,0.0018469451900000001,0.0016080112190000001,0.0,0.001342430666,0.000509578139,0.0,0.0,0.0,0.0,0.0,0.0,0
121,20,DH1,90,0.0,0.0,30.631938277087038,0.0007192811719282307,1.8838174273858919,0.0,2.0158114273300023,49.89858451290591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006477006210000001,0.0,0.0,0.0,0.0,0.0,0.002576008292,0.002178932005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
